ID Year,Year,ID Detailed Occupation,Detailed Occupation,ID Workforce Status,Workforce Status,Total Population,Average Wage,Average Wage Appx MOE,Total Population MOE Appx,Record Count,CIP2,ID CIP2
2018,2018,1191XX,Office Management,TRUE,TRUE,5145,78703.6357,24393.09444,2075.226466,75,Cultural & Gender Studies,5
2018,2018,251000,Digital Marketing,TRUE,TRUE,6584,69551.16461,15827.56712,2274.611053,88,Cultural & Gender Studies,5
2018,2018,252020,Elementary & middle school teachers,TRUE,TRUE,10506,51987.55663,6318.979755,2516.391428,121,Cultural & Gender Studies,5
2018,2018,252030,Service,TRUE,TRUE,2905,66485.84372,8079.68997,1323.255195,25,Cultural & Gender Studies,5
2018,2018,1191XX,Office Management,TRUE,TRUE,12643,77918.1663,19020.53879,3167.133655,171,Language & Linguistics,16
2018,2018,251000,Digital Marketing,TRUE,TRUE,14645,59542.9354,5271.849424,4569.247853,344,Language & Linguistics,16
2018,2018,252020,Elementary & middle school teachers,TRUE,TRUE,35271,50366.90089,3244.370301,5222.988143,496,Language & Linguistics,16
2018,2018,252030,Service,TRUE,TRUE,16531,59752.48152,5647.957444,3156.460146,178,Language & Linguistics,16
2018,2018,1191XX,Office Management,TRUE,TRUE,7115,83540.0122,15912.36488,1370.248262,31,Legal,22
2018,2018,251000,Digital Marketing,TRUE,TRUE,995,50822.34171,25276.72269,774.4347887,8,Legal,22
2018,2018,252020,Elementary & middle school teachers,TRUE,TRUE,2080,53220.32452,13599.19011,1119.704452,19,Legal,22
2018,2018,1191XX,Office Management,TRUE,TRUE,26906,71272.7766,16007.79277,4384.94947,320,Math & Statistics,27
2018,2018,251000,Digital Marketing,TRUE,TRUE,32044,73020.46745,6064.736542,6064.675534,633,Math & Statistics,27
2018,2018,252020,Elementary & middle school teachers,TRUE,TRUE,49802,56697.66941,2935.2454,5478.047642,562,Math & Statistics,27
2018,2018,252030,Service,TRUE,TRUE,10811,61450.67538,3811.985681,4309.063563,323,Math & Statistics,27
2018,2018,1191XX,Office Management,TRUE,TRUE,7144,85261.11956,6532.04112,6773.014118,753,Visual & Performing Arts,50
2018,2018,251000,Digital Marketing,TRUE,TRUE,21982,53240.05477,3154.601801,7027.727411,863,Visual & Performing Arts,50
2018,2018,252020,Elementary & middle school teachers,TRUE,TRUE,45863,48916.30017,1927.008427,8353.698484,1252,Visual & Performing Arts,50
2018,2018,252030,Service,TRUE,TRUE,14459,51007.35213,4082.270279,4556.968629,365,Visual & Performing Arts,50
2018,2018,271024,Graphic designers,TRUE,TRUE,45231,54571.68984,3609.204596,7961.478261,1035,Visual & Performing Arts,50
2017,2017,251000,Digital Marketing,TRUE,TRUE,6160,62470.3402,11980.14214,2217.725767,85,Cultural & Gender Studies,5
2017,2017,252020,Elementary & middle school teachers,TRUE,TRUE,11512,58623.72151,6685.832151,2634.105867,117,Cultural & Gender Studies,5
2017,2017,252030,Service,TRUE,TRUE,2542,62912.1074,16219.17665,1237.823704,33,Cultural & Gender Studies,5
2017,2017,251000,Digital Marketing,TRUE,TRUE,13667,58390.74052,6535.061413,4636.130072,396,Language & Linguistics,16
2017,2017,252020,Elementary & middle school teachers,TRUE,TRUE,39004,51601.00302,3078.536109,5433.985504,526,Language & Linguistics,16
2017,2017,252030,Service,TRUE,TRUE,13806,57145.40323,5371.294169,2884.618584,156,Language & Linguistics,16
2017,2017,251000,Digital Marketing,TRUE,TRUE,572,40323.81294,30296.78012,587.1809161,8,Legal,22
2017,2017,252020,Elementary & middle school teachers,TRUE,TRUE,2399,41916.20925,11237.50018,1202.503519,28,Legal,22
2017,2017,252030,Service,TRUE,TRUE,728,63139.58791,26450.67009,662.4290629,7,Legal,22
2017,2017,251000,Digital Marketing,TRUE,TRUE,30888,72484.73535,7150.825283,6155.540374,660,Math & Statistics,27
2017,2017,252020,Elementary & middle school teachers,TRUE,TRUE,54089,56648.23515,3004.561726,5708.864149,583,Math & Statistics,27
2017,2017,252030,Service,TRUE,TRUE,12716,55887.13978,3179.947982,4440.243222,339,Math & Statistics,27
2017,2017,251000,Digital Marketing,TRUE,TRUE,19309,49533.68083,3738.301389,6912.249069,881,Visual & Performing Arts,50
2017,2017,252020,Elementary & middle school teachers,TRUE,TRUE,33770,47662.57283,2221.892834,7943.99866,1098,Visual & Performing Arts,50
2017,2017,252030,Service,TRUE,TRUE,13908,49669.16966,3195.38586,4520.39093,354,Visual & Performing Arts,50
2016,2016,251000,Digital Marketing,TRUE,TRUE,6690,55599.85535,9887.379049,2288.609349,85,Cultural & Gender Studies,5
2016,2016,252020,Elementary & middle school teachers,TRUE,TRUE,9634,47683.33444,6253.043429,2409.703955,100,Cultural & Gender Studies,5
2016,2016,252030,Service,TRUE,TRUE,3283,62136.78434,12577.22117,1406.712338,30,Cultural & Gender Studies,5
2016,2016,251000,Digital Marketing,TRUE,TRUE,11372,54144.64602,6149.716119,4348.094776,357,Language & Linguistics,16
2016,2016,252020,Elementary & middle school teachers,TRUE,TRUE,35235,50937.41813,4256.017034,5220.889312,519,Language & Linguistics,16
2016,2016,252030,Service,TRUE,TRUE,17284,54072.38845,4681.222583,3227.535827,188,Language & Linguistics,16
2016,2016,251000,Digital Marketing,TRUE,TRUE,830,41071.3506,21749.27744,707.3145064,7,Legal,22
2016,2016,252020,Elementary & middle school teachers,TRUE,TRUE,2713,37427.56874,11917.85892,1278.779318,23,Legal,22
2016,2016,251000,Digital Marketing,TRUE,TRUE,30449,67918.09551,6465.566903,6182.902046,687,Math & Statistics,27
2016,2016,252020,Elementary & middle school teachers,TRUE,TRUE,43738,50947.32754,2812.192265,5133.799285,503,Math & Statistics,27
2016,2016,252030,Service,TRUE,TRUE,10527,57385.72765,4841.586064,4289.149898,326,Math & Statistics,27
2016,2016,251000,Digital Marketing,TRUE,TRUE,20924,52296.43307,3852.232894,6982.204002,938,Visual & Performing Arts,50
2016,2016,252020,Elementary & middle school teachers,TRUE,TRUE,32534,46521.00531,2110.398893,7625.541445,1068,Visual & Performing Arts,50
2016,2016,252030,Service,TRUE,TRUE,19109,50277.84157,2875.779066,4854.613913,388,Visual & Performing Arts,50
2015,2015,251000,Digital Marketing,TRUE,TRUE,7980,56430.27946,15645.42972,2452.589795,112,Cultural & Gender Studies,5
2015,2015,252020,Elementary & middle school teachers,TRUE,TRUE,9525,48955.19853,6556.045907,2396.033178,96,Cultural & Gender Studies,5
2015,2015,252030,Service,TRUE,TRUE,2648,38016.08157,9310.990423,1263.367613,28,Cultural & Gender Studies,5
2015,2015,251000,Digital Marketing,TRUE,TRUE,13461,54546.66074,6517.576028,4490.488036,347,Language & Linguistics,16
2015,2015,252020,Elementary & middle school teachers,TRUE,TRUE,29961,49589.9784,3540.785031,4907.184814,430,Language & Linguistics,16
2015,2015,252030,Service,TRUE,TRUE,17964,53129.56151,4645.313592,3290.402897,189,Language & Linguistics,16
2015,2015,252020,Elementary & middle school teachers,TRUE,TRUE,1603,36178.7985,16610.23335,982.9673497,18,Legal,22
2015,2015,251000,Digital Marketing,TRUE,TRUE,33468,70684.68963,6835.334311,5935.336237,625,Math & Statistics,27
2015,2015,252020,Elementary & middle school teachers,TRUE,TRUE,44286,47776.48751,2930.886513,5165.839607,475,Math & Statistics,27
2015,2015,252030,Service,TRUE,TRUE,14621,53833.4713,3002.491846,4567.64279,363,Math & Statistics,27
2015,2015,251000,Digital Marketing,TRUE,TRUE,21356,51902.16218,3476.690457,7000.778343,861,Visual & Performing Arts,50
2015,2015,252020,Elementary & middle school teachers,TRUE,TRUE,27243,45824.01539,2243.677874,7770.517524,1086,Visual & Performing Arts,50
2015,2015,252030,Service,TRUE,TRUE,15657,51006.58073,3408.317601,4635.463441,351,Visual & Performing Arts,50
2014,2014,251000,Digital Marketing,TRUE,TRUE,6159,68974.11873,18891.89638,2077.255421,76,Cultural & Gender Studies,5
2014,2014,252020,Elementary & middle school teachers,TRUE,TRUE,9045,48075.53013,6594.605874,2334.88286,105,Cultural & Gender Studies,5
2014,2014,252030,Service,TRUE,TRUE,1965,52183.81323,16896.4649,1088.310968,26,Cultural & Gender Studies,5
2014,2014,251000,Digital Marketing,TRUE,TRUE,12735,52849.70827,6192.38438,4640.518884,402,Language & Linguistics,16
2014,2014,252020,Elementary & middle school teachers,TRUE,TRUE,35065,48133.95797,3574.308477,5211.0465,507,Language & Linguistics,16
2014,2014,252030,Service,TRUE,TRUE,19973,51953.91799,4017.792452,3469.489765,203,Language & Linguistics,16
2014,2014,252020,Elementary & middle school teachers,TRUE,TRUE,1530,44302.02288,12669.48934,960.3247346,19,Legal,22
2014,2014,251000,Digital Marketing,TRUE,TRUE,25537,65167.44908,5906.722515,5989.304749,625,Math & Statistics,27
2014,2014,252020,Elementary & middle school teachers,TRUE,TRUE,40671,50912.86816,3079.956204,4950.561539,493,Math & Statistics,27
2014,2014,252030,Service,TRUE,TRUE,11597,54575.03624,3290.659137,4363.640443,327,Math & Statistics,27
2014,2014,251000,Digital Marketing,TRUE,TRUE,16890,48245.41039,3223.356425,6805.986736,829,Visual & Performing Arts,50
2014,2014,252020,Elementary & middle school teachers,TRUE,TRUE,23689,45064.52756,2034.349492,7710.044928,1080,Visual & Performing Arts,50
2014,2014,252030,Service,TRUE,TRUE,13806,47546.58386,3473.364608,4513.563115,345,Visual & Performing Arts,50
